"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Publication Stage","Open Access","Source","EID"
"Akkiraju K.; Kashyap S.; Srivastav A.K.; Chawake N.; Bichler L.; Murty B.S.","Akkiraju, K. (55779724900); Kashyap, S. (56152593100); Srivastav, Ajeet K. (54080407800); Chawake, Niraj (55711205200); Bichler, L. (6506635820); Murty, B.S. (35551753500)","55779724900; 56152593100; 54080407800; 55711205200; 6506635820; 35551753500","Novel coalescence-driven grain-growth mechanism during annealing/spark plasma sintering of NiO nanocrystals","2017","Journal of the European Ceramic Society","37","15","","4973","4977","4","7","10.1016/j.jeurceramsoc.2017.05.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020679971&doi=10.1016%2fj.jeurceramsoc.2017.05.057&partnerID=40&md5=9f76f273a0c8d2fc7c11376aac043f6f","Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India; School of Engineering, University of British Columbia—Okanagan, 3333 University Way, Kelowna, V1 V 1V7, Canada; Department of Materials Science and Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, United States; School of Engineering and Technology, BML Munjal University, Gurgaon, 122413, Haryana, India; Department of Metallurgical and Materials Engineering, Visvesvaraya National Institute of Technology, Nagpur, 440010, India","Akkiraju K., Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India, School of Engineering, University of British Columbia—Okanagan, 3333 University Way, Kelowna, V1 V 1V7, Canada, Department of Materials Science and Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Massachusetts, United States; Kashyap S., Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India, School of Engineering and Technology, BML Munjal University, Gurgaon, 122413, Haryana, India; Srivastav A.K., Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India, Department of Metallurgical and Materials Engineering, Visvesvaraya National Institute of Technology, Nagpur, 440010, India; Chawake N., Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India; Bichler L., School of Engineering, University of British Columbia—Okanagan, 3333 University Way, Kelowna, V1 V 1V7, Canada; Murty B.S., Department of Metallurgical and Materials Engineering, Indian Institute of Technology, Madras, Chennai, 600036, India","Article","Final","","Scopus","2-s2.0-85020679971"
"Dawra N.; Ram R.N.","Dawra, Nisha (57190673749); Ram, Ram Nath (36912631000)","57190673749; 36912631000","Facile Synthesis of Some Chlorinated and Heteroatom-Rich Monocyclic β-Lactams via the Staudinger Reaction of Acyclic S -Alkylisothioureas","2016","Synthesis (Germany)","48","23","ss-2016-t0391-op","4199","4206","7","6","10.1055/s-0035-1562474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982142857&doi=10.1055%2fs-0035-1562474&partnerID=40&md5=25a8ca00de34cdf5fe021e831b8560a4","School of Engineering and Technology, BML Munjal University Gurgaon, Haryana, 122413, India; Department of Chemistry, Indian Institute of Technology, Delhi Hauz Khas, New Delhi, 110016, India","Dawra N., School of Engineering and Technology, BML Munjal University Gurgaon, Haryana, 122413, India, Department of Chemistry, Indian Institute of Technology, Delhi Hauz Khas, New Delhi, 110016, India; Ram R.N., Department of Chemistry, Indian Institute of Technology, Delhi Hauz Khas, New Delhi, 110016, India","Article","Final","","Scopus","2-s2.0-84982142857"
"Kumar P.; Kumar S.","Kumar, Priya (57199145877); Kumar, Sachin (57199181443)","57199145877; 57199181443","Mentoring in a start-up company with millennial recruits","2017","Exploring Dynamic Mentoring Models in India","","","","49","65","16","2","10.1007/978-3-319-56405-0_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037655204&doi=10.1007%2f978-3-319-56405-0_3&partnerID=40&md5=0a9a3fe528daa57bca40c0bb5241f480","Gen Y Political Consultant, New Delhi, 110029, India; BML Munjal University, Gurgaon, Haryana, 122413, India","Kumar P., Gen Y Political Consultant, New Delhi, 110029, India; Kumar S., BML Munjal University, Gurgaon, Haryana, 122413, India","Book chapter","Final","","Scopus","2-s2.0-85037655204"
"Hollingsworth R.L.; Bheemaraju A.; Lenca N.; Lord R.L.; Groysman S.","Hollingsworth, Ryan L. (57194681314); Bheemaraju, Amarnath (54392380300); Lenca, Nicole (55758227800); Lord, Richard L. (15070831700); Groysman, Stanislav (6602984377)","57194681314; 54392380300; 55758227800; 15070831700; 6602984377","Divergent reactivity of a new dinuclear xanthene-bridged bis(iminopyridine) di-nickel complex with alkynes","2017","Dalton Transactions","46","17","","5605","5616","11","27","10.1039/c6dt04532d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021687574&doi=10.1039%2fc6dt04532d&partnerID=40&md5=ee35851cc8f74fa0020af0ecd1c36ecc","Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States; Lumigen Instrument Center, Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States; Department of Chemistry, Grand Valley State University, Allendale, 49401, MI, United States; BML Munjal University, 7th KM Stone, NH-8, Gurgaon, Haryana, India","Hollingsworth R.L., Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States; Bheemaraju A., Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States, BML Munjal University, 7th KM Stone, NH-8, Gurgaon, Haryana, India; Lenca N., Lumigen Instrument Center, Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States; Lord R.L., Department of Chemistry, Grand Valley State University, Allendale, 49401, MI, United States; Groysman S., Department of Chemistry, Wayne State University, 5101 Cass Ave, Detroit, 48202, MI, United States","Article","Final","","Scopus","2-s2.0-85021687574"
"Gupta S.; Gabrani G.","Gupta, Sunil (57756959300); Gabrani, Goldie (6602608380)","57756959300; 6602608380","A dynamic two-level priority based authentication system for job scheduling in a heterogeneous grid environment","2016","Proceedings of 2016 SAI Computing Conference, SAI 2016","","","7556115","1100","1106","6","3","10.1109/SAI.2016.7556115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988888097&doi=10.1109%2fSAI.2016.7556115&partnerID=40&md5=8bac46e47b4b55b745d273f3dae06c61","School of Engineering and Technology, BML Munjal University, Gurgaon, Haryana, India","Gupta S., School of Engineering and Technology, BML Munjal University, Gurgaon, Haryana, India; Gabrani G., School of Engineering and Technology, BML Munjal University, Gurgaon, Haryana, India","Conference paper","Final","","Scopus","2-s2.0-84988888097"
"Pandey P.S.","Pandey, Purnendu Shekhar (57209610452)","57209610452","Machine Learning and IoT for prediction and detection of stress","2017","Proceedings of the 2017 17th International Conference on Computational Science and Its Applications, ICCSA 2017","","","8000018","","","","68","10.1109/ICCSA.2017.8000018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041191351&doi=10.1109%2fICCSA.2017.8000018&partnerID=40&md5=f40f971085cb2c17abb54253ea460369","BML, Munjal University, Gurgaon, Haryana, India","Pandey P.S., BML, Munjal University, Gurgaon, Haryana, India","Conference paper","Final","","Scopus","2-s2.0-85041191351"
"Sharma A.; Sharma T.","Sharma, Anshu (57191413271); Sharma, Tanuja (57072648800)","57191413271; 57072648800","HR analytics and performance appraisal system: A conceptual framework for employee performance improvement","2017","Management Research Review","40","6","","684","697","13","39","10.1108/MRR-04-2016-0084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023627177&doi=10.1108%2fMRR-04-2016-0084&partnerID=40&md5=acc2024f53be2e49b4442918425bd04a","Department of Human Resource Management, School of Management, BML Munjal University, Gurgaon, India; Department of Human Resource Management, Management Development Institute, Gurgaon, India","Sharma A., Department of Human Resource Management, School of Management, BML Munjal University, Gurgaon, India; Sharma T., Department of Human Resource Management, Management Development Institute, Gurgaon, India","Article","Final","","Scopus","2-s2.0-85023627177"
"Yadav M.; Naim M.F.","Yadav, Mohit (56857207800); Naim, Mohammad Faraz (57093328200)","56857207800; 57093328200","Searching for quality in the Quality of work life: an Indian power sector perspective","2017","Industrial and Commercial Training","49","4","","164","174","10","18","10.1108/ICT-01-2017-0003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016052723&doi=10.1108%2fICT-01-2017-0003&partnerID=40&md5=351d0a78b9f28c85dc88b9e9ba0b784e","BML Munjal University, Gurgaon, India; Indian Institute of Technology, Roorkee, India","Yadav M., BML Munjal University, Gurgaon, India; Naim M.F., Indian Institute of Technology, Roorkee, India","Article","Final","","Scopus","2-s2.0-85016052723"
"Rasheed T.; Siddiqui S.A.; Pandey A.K.; Bouarissa N.; Al-Hajry A.","Rasheed, Tabish (57207562016); Siddiqui, Shamoon Ahmad (7102113421); Pandey, Anoop Kumar (22136054100); Bouarissa, Nadir (7005022376); Al-Hajry, Ali (57194376204)","57207562016; 7102113421; 22136054100; 7005022376; 57194376204","Investigations on the frontier orbitals of FeFn(n = 1–6) superhalogen complexes and prediction of novel salt series Li-(FeFn)","2017","Journal of Fluorine Chemistry","195","","","85","92","7","9","10.1016/j.jfluchem.2017.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011634364&doi=10.1016%2fj.jfluchem.2017.01.014&partnerID=40&md5=4a043f7fc7909453327c55d171ef5b3b","School of Engineering and Technology, BML Munjal University, 67th KM Stone, NH-8, Dist. Gurgaon, Haryana, 123413, NCR, India; Promising Centre for Sensors and Electronic Devices, Najran University, Najran, 11001, Saudi Arabia; Department of Physics, College of Arts and Science, Najran University, Najran, 11001, Saudi Arabia; Department of Physics, Govt D. P. G. College, Dantewada, 494449, Chattisgarh, India; Laboratory of Materials Physics and Its Applications, University of M'sila, 28000, M'sila, Algeria","Rasheed T., School of Engineering and Technology, BML Munjal University, 67th KM Stone, NH-8, Dist. Gurgaon, Haryana, 123413, NCR, India; Siddiqui S.A., Promising Centre for Sensors and Electronic Devices, Najran University, Najran, 11001, Saudi Arabia, Department of Physics, College of Arts and Science, Najran University, Najran, 11001, Saudi Arabia; Pandey A.K., Department of Physics, Govt D. P. G. College, Dantewada, 494449, Chattisgarh, India; Bouarissa N., Laboratory of Materials Physics and Its Applications, University of M'sila, 28000, M'sila, Algeria; Al-Hajry A., Promising Centre for Sensors and Electronic Devices, Najran University, Najran, 11001, Saudi Arabia, Department of Physics, College of Arts and Science, Najran University, Najran, 11001, Saudi Arabia","Article","Final","","Scopus","2-s2.0-85011634364"
"Kumar A.; Dash M.K.; Trivedi S.K.; Panda T.K.","Kumar, Anil (57001679600); Dash, Manoj Kumar (57394911300); Trivedi, Shrawan Kumar (55980759400); Panda, Tapan Kumar (57203894124)","57001679600; 57394911300; 55980759400; 57203894124","Handbook of research on intelligent techniques and modeling applications in marketing analytics","2016","Handbook of Research on Intelligent Techniques and Modeling Applications in Marketing Analytics","","","","1","427","426","1","10.4018/978-1-5225-0997-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016494782&doi=10.4018%2f978-1-5225-0997-4&partnerID=40&md5=67ca6dd77c195b5cbb25bf798788b84f","BML Munjal University, India; ABV-Indian Institute of Information Technology and Management, India","Kumar A., BML Munjal University, India; Dash M.K., ABV-Indian Institute of Information Technology and Management, India; Trivedi S.K., BML Munjal University, India; Panda T.K., BML Munjal University, India","Book","Final","","Scopus","2-s2.0-85016494782"
"Aggarwal P.; Sharma R.","Aggarwal, Peeyush (57190124667); Sharma, Richa (57211128048)","57190124667; 57211128048","Lexical and syntactic cues to identify reference scope of citance","2016","CEUR Workshop Proceedings","1610","","","103","112","9","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977599314&partnerID=40&md5=859500dd93ea082ace80a8d81669f7ff","Bharti Vidyapeeth College of Engineering, Delhi, India; BML Munjal University, Gurgaon, India","Aggarwal P., Bharti Vidyapeeth College of Engineering, Delhi, India; Sharma R., BML Munjal University, Gurgaon, India","Conference paper","Final","","Scopus","2-s2.0-84977599314"
"Das P.; Selokar M.; Subbarao P.M.V.; Subrahmanyam J.P.","Das, Pranab (56522205600); Selokar, Mayur (57189843310); Subbarao, P.M.V. (12240630200); Subrahmanyam, J.P. (7004369816)","56522205600; 57189843310; 12240630200; 7004369816","Effect of injection timing, premixed equivalence ratio and EGR on combustion characteristics of an HCCI-DI combustion engine using in-cylinder dual injection strategy","2016","SAE Technical Papers","","","","","","","3","10.4271/2016-01-0752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072369783&doi=10.4271%2f2016-01-0752&partnerID=40&md5=a982d3b61fe90705019ec6b18a95702e","IIT Delhi, BML Munjal University-Gurgaon, School of Engineering and Technology, India; IIT Delhi, Subros Limited, India; Indian Institute of Technology-Delhi, India","Das P., IIT Delhi, BML Munjal University-Gurgaon, School of Engineering and Technology, India; Selokar M., IIT Delhi, Subros Limited, India; Subbarao P.M.V., Indian Institute of Technology-Delhi, India; Subrahmanyam J.P., Indian Institute of Technology-Delhi, India","Conference paper","Final","","Scopus","2-s2.0-85072369783"
"Singh A.; Gupta V.","Singh, Aditya (55958444200); Gupta, Vishal (57203439037)","55958444200; 57203439037","Pong game optimization using policy gradient algorithm","2018","Communications in Computer and Information Science","827","","","535","548","13","0","10.1007/978-981-10-8657-1_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049020688&doi=10.1007%2f978-981-10-8657-1_40&partnerID=40&md5=e9e880a8fde9333e70ba9b269e9726a5","BML Munjal University, National Highway 8 67 Km Milestone, Gurgaon, 122413, Haryana, India","Singh A., BML Munjal University, National Highway 8 67 Km Milestone, Gurgaon, 122413, Haryana, India; Gupta V., BML Munjal University, National Highway 8 67 Km Milestone, Gurgaon, 122413, Haryana, India","Conference paper","Final","","Scopus","2-s2.0-85049020688"
"Kumar A.; Luthra S.; Khandelwal D.K.; Mehta R.; Chaudhary N.; Bhatia S.","Kumar, Anil (57001679600); Luthra, Sunil (43361407000); Khandelwal, Dinesh Kumar (57213057639); Mehta, Rajneesh (57193031776); Chaudhary, Nityanand (57195239330); Bhatia, Sukhdev (57195241698)","57001679600; 43361407000; 57213057639; 57193031776; 57195239330; 57195241698","Measuring and improving customer retention at authorised automobile workshops after free services","2017","Journal of Retailing and Consumer Services","39","","","93","102","9","41","10.1016/j.jretconser.2017.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026438299&doi=10.1016%2fj.jretconser.2017.07.007&partnerID=40&md5=f206deeec20c19d12049024cdf2c6c66","School of Management, BML Munjal University, Gurgaon, India; Department of Mechanical Engineering, Government Engineering College, Nilokheri, India","Kumar A., School of Management, BML Munjal University, Gurgaon, India; Luthra S., Department of Mechanical Engineering, Government Engineering College, Nilokheri, India; Khandelwal D.K., School of Management, BML Munjal University, Gurgaon, India; Mehta R., School of Management, BML Munjal University, Gurgaon, India; Chaudhary N., School of Management, BML Munjal University, Gurgaon, India; Bhatia S., School of Management, BML Munjal University, Gurgaon, India","Conference paper","Final","","Scopus","2-s2.0-85026438299"
"Gupta S.; Sanyal S.","Gupta, Sharad (57202545383); Sanyal, Sudip (8455119300)","57202545383; 8455119300","INNAMP: An incremental neural network architecture with monitor perceptron","2018","AI Communications","31","4","","339","353","14","1","10.3233/AIC-180767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048721002&doi=10.3233%2fAIC-180767&partnerID=40&md5=5ac8549fd228a1e48cbfc41520d11bef","Information Technology Department, Indian Institute of Information Technology, Deoghat, Jhalwa, Allahabad, India; Computer Science and Engineering, BML Munjal University, Gurgaon, Haryana, India","Gupta S., Information Technology Department, Indian Institute of Information Technology, Deoghat, Jhalwa, Allahabad, India; Sanyal S., Computer Science and Engineering, BML Munjal University, Gurgaon, Haryana, India","Article","Final","","Scopus","2-s2.0-85048721002"
"Roy A.; Singha J.; Laskar R.H.","Roy, Amarjit (57014006000); Singha, Joyeeta (56957043200); Laskar, Rabul Hussain (23397200000)","57014006000; 56957043200; 23397200000","Impulse noise removal from color images: An approach using SVM classification based fuzzy filter","2017","IEEE Region 10 Annual International Conference, Proceedings/TENCON","2017-December","","","929","934","5","2","10.1109/TENCON.2017.8227991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044195722&doi=10.1109%2fTENCON.2017.8227991&partnerID=40&md5=8cdbf291aff7addb095e91df5d8ffb45","BML Munjal University, LNMIIT, NIT Silchar, India","Roy A., BML Munjal University, LNMIIT, NIT Silchar, India; Singha J., BML Munjal University, LNMIIT, NIT Silchar, India; Laskar R.H., BML Munjal University, LNMIIT, NIT Silchar, India","Conference paper","Final","","Scopus","2-s2.0-85044195722"
"Kalluri V.; Kodali R.","Kalluri, Vinayak (56205557900); Kodali, Rambabu (24341517300)","56205557900; 24341517300","Evaluation of innovative product development practices in an organization: A case study","2016","Proceedings of the International Conference on Industrial Engineering and Operations Management","8-10 March 2016","","","2876","2884","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018758669&partnerID=40&md5=11a1bc28bcbe4345b05aa3bc05a01788","BML Munjal University, Gurgaon, India; National Institute of Technology, Jamshedpur, India","Kalluri V., BML Munjal University, Gurgaon, India; Kodali R., National Institute of Technology, Jamshedpur, India","Conference paper","Final","","Scopus","2-s2.0-85018758669"
"Mittal V.; Gupta S.; Choudhury T.","Mittal, Vikas (58307028400); Gupta, Sunil (57756959300); Choudhury, Tanupriya (57193140084)","58307028400; 57756959300; 57193140084","Comparative analysis of authentication and access control protocols against malicious attacks in wireless sensor networks","2018","Smart Innovation, Systems and Technologies","78","","","255","262","7","17","10.1007/978-981-10-5547-8_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039457007&doi=10.1007%2f978-981-10-5547-8_27&partnerID=40&md5=f269ea83962482d68dde88a8ac0f7d78","Department of Computer Science, Maharaja Agrasen College, University of Delhi, Delhi, India; Department of Computer Science & Engineering, BML Munjal University, Gurgaon, India; Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University Uttar Pradesh, Noida, Uttar Pradesh, India","Mittal V., Department of Computer Science, Maharaja Agrasen College, University of Delhi, Delhi, India; Gupta S., Department of Computer Science & Engineering, BML Munjal University, Gurgaon, India; Choudhury T., Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University Uttar Pradesh, Noida, Uttar Pradesh, India","Conference paper","Final","","Scopus","2-s2.0-85039457007"
